66;name;condition;state;0.6407678
29;name;condition;state;0.57987165
18;name;condition;state;0.7686204
29;name;condition;state;0.17537463
34;name;condition;state;0.40273774
76;name;condition;state;0.69215757
96;name;condition;state;0.73473257
29;name;condition;state;0.14318103
4;name;condition;state;0.2446546
3;name;condition;state;0.90086144
34;name;condition;state;0.8491884
18;name;condition;state;0.60023147
2;name;condition;state;0.025028884
6;name;condition;state;0.16632515
19;name;condition;state;0.112354875
88;name;condition;state;0.43292522
4;name;condition;state;0.4688794
19;name;condition;state;0.057849824
7;name;condition;state;0.5501397
28;name;condition;state;0.31206405
86;name;condition;state;0.17689157
54;name;condition;state;0.6649987
13;name;condition;state;0.95627666
12;name;condition;state;0.3611912
24;name;condition;state;0.09995109
92;name;condition;state;0.3487829
93;name;condition;state;0.9885239
44;name;condition;state;0.33514613
15;name;condition;state;0.3213272
21;name;condition;state;0.6526363
3;name;condition;state;0.2940604
92;name;condition;state;0.5650187
62;name;condition;state;0.79110676
26;name;condition;state;0.36077088
72;name;condition;state;0.60859716
2;name;condition;state;0.6217114
9;name;condition;state;0.23419845
43;name;condition;state;0.2714998
76;name;condition;state;0.21113175
62;name;condition;state;0.686804
41;name;condition;state;0.11473179
29;name;condition;state;0.2677902
3;name;condition;state;0.7743201
50;name;condition;state;0.78246856
94;name;condition;state;0.41519028
64;name;condition;state;0.9015469
46;name;condition;state;0.11416471
75;name;condition;state;0.60724366
57;name;condition;state;0.10899168
74;name;condition;state;0.42333895
33;name;condition;state;0.2338888
18;name;condition;state;0.51722735
100;name;condition;state;0.28188998
35;name;condition;state;0.74647653
33;name;condition;state;0.8447561
22;name;condition;state;0.8822159
78;name;condition;state;0.3362856
80;name;condition;state;0.4970743
46;name;condition;state;0.9044907
66;name;condition;state;0.5451054
46;name;condition;state;0.34046024
44;name;condition;state;0.1245594
81;name;condition;state;0.07160622
1;name;condition;state;0.23827028
72;name;condition;state;0.037925303
70;name;condition;state;0.7112329
33;name;condition;state;0.11944324
50;name;condition;state;0.0706678
85;name;condition;state;0.19985437
5;name;condition;state;0.5129693
15;name;condition;state;0.45923287
98;name;condition;state;0.7252536
14;name;condition;state;0.055059433
85;name;condition;state;0.74179786
62;name;condition;state;0.268784
84;name;condition;state;0.8303166
68;name;condition;state;0.96130604
65;name;condition;state;0.15463907
69;name;condition;state;0.5568873
30;name;condition;state;0.5957777
81;name;condition;state;0.6490232
82;name;condition;state;0.46744645
87;name;condition;state;0.7786763
61;name;condition;state;0.45961
35;name;condition;state;0.068537
8;name;condition;state;0.78796893
12;name;condition;state;0.302965
97;name;condition;state;0.036871076
23;name;condition;state;0.24575984
52;name;condition;state;0.16188037
97;name;condition;state;0.6531547
72;name;condition;state;0.46672052
33;name;condition;state;0.5737277
83;name;condition;state;0.4340058
80;name;condition;state;0.5110176
51;name;condition;state;0.94363064
33;name;condition;state;0.84287405
12;name;condition;state;0.10858047
77;name;condition;state;0.05001974
18;name;condition;state;0.59911585
70;name;condition;state;0.8718908
15;name;condition;state;0.19465637
53;name;condition;state;0.6938291
28;name;condition;state;0.40047163
89;name;condition;state;0.9514458
73;name;condition;state;0.0592255
33;name;condition;state;0.3003013
74;name;condition;state;0.67932487
11;name;condition;state;0.78488225
84;name;condition;state;0.8262368
75;name;condition;state;0.62898666
3;name;condition;state;0.6895105
8;name;condition;state;0.5595022
55;name;condition;state;0.78108233
82;name;condition;state;0.06385714
9;name;condition;state;0.25570595
27;name;condition;state;0.2275607
2;name;condition;state;0.116135776
23;name;condition;state;0.6957903
3;name;condition;state;0.20861173
19;name;condition;state;0.11986965
51;name;condition;state;0.6757539
12;name;condition;state;0.84049094
70;name;condition;state;0.3688684
17;name;condition;state;0.018965185
21;name;condition;state;0.27498877
97;name;condition;state;0.098608375
43;name;condition;state;0.7552208
13;name;condition;state;0.49230558
4;name;condition;state;0.6674235
58;name;condition;state;0.5380016
90;name;condition;state;0.20781547
48;name;condition;state;0.90478474
9;name;condition;state;0.50659937
46;name;condition;state;0.73872936
89;name;condition;state;0.9367967
96;name;condition;state;0.029997528
77;name;condition;state;0.41395116
72;name;condition;state;0.82146215
47;name;condition;state;0.23534524
73;name;condition;state;0.43127465
67;name;condition;state;0.122849464
67;name;condition;state;0.03089863
96;name;condition;state;0.6859518
12;name;condition;state;0.64516133
3;name;condition;state;0.56456494
78;name;condition;state;0.3391614
25;name;condition;state;0.56443375
87;name;condition;state;0.08337188
13;name;condition;state;0.7700448
87;name;condition;state;0.628648
53;name;condition;state;0.2775089
93;name;condition;state;0.990382
33;name;condition;state;0.07406402
19;name;condition;state;0.7462781
76;name;condition;state;0.65596926
33;name;condition;state;0.1296857
62;name;condition;state;0.029768765
57;name;condition;state;0.6832086
9;name;condition;state;0.82700866
40;name;condition;state;0.8996146
64;name;condition;state;0.86437255
49;name;condition;state;0.23513722
85;name;condition;state;0.53652626
65;name;condition;state;0.06518519
99;name;condition;state;0.54093134
64;name;condition;state;0.543991
90;name;condition;state;0.21919245
49;name;condition;state;0.59836906
95;name;condition;state;0.27318096
67;name;condition;state;0.3582514
84;name;condition;state;0.014086604
52;name;condition;state;0.8998206
33;name;condition;state;0.115588605
92;name;condition;state;0.6079582
10;name;condition;state;0.2898786
87;name;condition;state;0.008250654
92;name;condition;state;0.9652062
72;name;condition;state;0.14444596
41;name;condition;state;0.06228304
31;name;condition;state;0.82476044
51;name;condition;state;0.78427297
91;name;condition;state;0.32692045
99;name;condition;state;0.61544544
89;name;condition;state;0.7790037
99;name;condition;state;0.5842272
95;name;condition;state;0.23438686
43;name;condition;state;0.0069783926
65;name;condition;state;0.1497168
15;name;condition;state;0.1093989
30;name;condition;state;0.97925717
49;name;condition;state;0.70668125
73;name;condition;state;0.35092115
94;name;condition;state;0.077231646
67;name;condition;state;0.3544209
45;name;condition;state;0.40926385
59;name;condition;state;0.59576637
31;name;condition;state;0.38196468
7;name;condition;state;0.42313212
96;name;condition;state;0.13755757
75;name;condition;state;0.6777509
21;name;condition;state;0.3388418
20;name;condition;state;0.15443045
32;name;condition;state;0.6471995
14;name;condition;state;0.8074735
62;name;condition;state;0.6491333
91;name;condition;state;0.7703723
74;name;condition;state;0.7113786
10;name;condition;state;0.48979455
50;name;condition;state;0.14087677
62;name;condition;state;0.8834407
44;name;condition;state;0.6426902
34;name;condition;state;0.5306154
90;name;condition;state;0.9329036
97;name;condition;state;0.47513753
49;name;condition;state;0.8167906
4;name;condition;state;0.81968176
2;name;condition;state;0.57449514
18;name;condition;state;0.53710955
16;name;condition;state;0.045873344
19;name;condition;state;0.4259612
87;name;condition;state;0.25048763
56;name;condition;state;0.86450946
36;name;condition;state;0.97033805
81;name;condition;state;0.70172447
32;name;condition;state;0.481296
46;name;condition;state;0.5327687
60;name;condition;state;0.78170156
70;name;condition;state;0.40294987
44;name;condition;state;0.63575685
68;name;condition;state;0.410246
48;name;condition;state;0.7861216
62;name;condition;state;0.047944367
41;name;condition;state;0.86166716
10;name;condition;state;0.8128112
59;name;condition;state;0.47785622
62;name;condition;state;0.24953312
82;name;condition;state;0.15963185
23;name;condition;state;0.5856496
80;name;condition;state;0.99908346
56;name;condition;state;0.01718539
44;name;condition;state;0.57114476
8;name;condition;state;0.5952462
39;name;condition;state;0.97202575
4;name;condition;state;0.56105614
9;name;condition;state;0.41949958
23;name;condition;state;0.030704737
88;name;condition;state;0.087412775
96;name;condition;state;0.19138962
94;name;condition;state;0.8793809
5;name;condition;state;0.38562965
56;name;condition;state;0.4850126
27;name;condition;state;0.9043276
21;name;condition;state;0.6873102
56;name;condition;state;0.39545637
80;name;condition;state;0.8009477
90;name;condition;state;0.17629182
41;name;condition;state;0.870712
89;name;condition;state;0.35332084
40;name;condition;state;0.5549894
56;name;condition;state;0.32248533
21;name;condition;state;0.65007806
37;name;condition;state;0.9696687
82;name;condition;state;0.8974783
34;name;condition;state;0.3555625
78;name;condition;state;0.7864491
53;name;condition;state;0.44461018
42;name;condition;state;0.92010504
63;name;condition;state;0.49670923
31;name;condition;state;0.8281903
71;name;condition;state;0.69115514
93;name;condition;state;0.40612018
10;name;condition;state;0.65706897
89;name;condition;state;0.9877511
4;name;condition;state;0.5644825
23;name;condition;state;0.9435667
39;name;condition;state;0.9737204
75;name;condition;state;0.64749163
47;name;condition;state;0.6512489
40;name;condition;state;0.5024287
58;name;condition;state;0.7325582
27;name;condition;state;0.31818777
74;name;condition;state;0.34184915
45;name;condition;state;0.6528488
74;name;condition;state;0.07393658
4;name;condition;state;0.8029126
17;name;condition;state;0.6742042
85;name;condition;state;0.66488105
94;name;condition;state;0.7708196
73;name;condition;state;0.92253757
78;name;condition;state;0.3798929
16;name;condition;state;0.9083971
77;name;condition;state;0.47780693
38;name;condition;state;0.6727056
58;name;condition;state;0.03206712
70;name;condition;state;0.24035633
63;name;condition;state;0.0012609959
53;name;condition;state;0.85462767
100;name;condition;state;0.75880224
75;name;condition;state;0.9035492
38;name;condition;state;0.3046198
70;name;condition;state;0.73129463
25;name;condition;state;0.47951692
22;name;condition;state;0.7727948
19;name;condition;state;0.44758892
72;name;condition;state;0.29038525
17;name;condition;state;0.47381753
41;name;condition;state;0.4912917
70;name;condition;state;0.4622779
66;name;condition;state;0.18206447
64;name;condition;state;0.26454765
41;name;condition;state;0.26394624
94;name;condition;state;0.49503165
35;name;condition;state;0.9794283
3;name;condition;state;0.49498516
43;name;condition;state;0.9580133
67;name;condition;state;0.016796112
22;name;condition;state;0.958876
43;name;condition;state;0.8353682
40;name;condition;state;0.3703729
12;name;condition;state;0.64233863
41;name;condition;state;0.61151683
94;name;condition;state;0.45062524
70;name;condition;state;0.68814534
94;name;condition;state;0.6198754
86;name;condition;state;0.082594216
3;name;condition;state;0.3672976
59;name;condition;state;0.6447777
46;name;condition;state;0.7909294
67;name;condition;state;0.42268592
77;name;condition;state;0.4187441
11;name;condition;state;0.29684377
98;name;condition;state;0.63041973
50;name;condition;state;0.6380083
84;name;condition;state;0.735511
10;name;condition;state;0.613006
47;name;condition;state;0.51598287
63;name;condition;state;0.26537293
72;name;condition;state;0.77781856
61;name;condition;state;0.46126717
6;name;condition;state;0.14459753
6;name;condition;state;0.72449666
15;name;condition;state;0.65620244
72;name;condition;state;0.9549837
17;name;condition;state;0.5780357
90;name;condition;state;0.01897657
89;name;condition;state;0.14704049
31;name;condition;state;0.9569726
39;name;condition;state;0.20673233
61;name;condition;state;0.054442525
63;name;condition;state;0.38211203
20;name;condition;state;0.49731916
19;name;condition;state;0.37616205
38;name;condition;state;0.88830715
47;name;condition;state;0.14296764
21;name;condition;state;0.42001915
45;name;condition;state;0.678349
22;name;condition;state;0.28808057
6;name;condition;state;0.4488876
22;name;condition;state;0.7509277
88;name;condition;state;0.9052729
75;name;condition;state;0.7248425
69;name;condition;state;0.7709042
54;name;condition;state;0.57203156
61;name;condition;state;0.6076197
66;name;condition;state;0.83185107
27;name;condition;state;0.28937507
66;name;condition;state;0.7662001
45;name;condition;state;0.005561888
10;name;condition;state;0.032411754
16;name;condition;state;0.23344493
53;name;condition;state;0.9776437
28;name;condition;state;0.75159526
24;name;condition;state;0.054476142
12;name;condition;state;0.70550036
58;name;condition;state;0.80988705
34;name;condition;state;0.32627183
49;name;condition;state;0.6354111
44;name;condition;state;0.52120775
36;name;condition;state;0.1731379
47;name;condition;state;0.061739147
32;name;condition;state;0.45213616
89;name;condition;state;0.88437337
35;name;condition;state;0.55951947
7;name;condition;state;0.053394496
27;name;condition;state;0.7244635
23;name;condition;state;0.51470613
22;name;condition;state;0.6414785
42;name;condition;state;0.29670542
81;name;condition;state;0.15913069
61;name;condition;state;0.41998678
17;name;condition;state;0.5957117
56;name;condition;state;0.72202855
38;name;condition;state;0.5725537
54;name;condition;state;0.5991712
36;name;condition;state;0.13677901
9;name;condition;state;0.7190297
72;name;condition;state;0.89800036
2;name;condition;state;0.52066296
97;name;condition;state;0.16671818
4;name;condition;state;0.7436913
28;name;condition;state;0.8118526
18;name;condition;state;0.701012
46;name;condition;state;0.59490323
63;name;condition;state;0.55567044
80;name;condition;state;0.96505386
41;name;condition;state;0.24253917
20;name;condition;state;0.8752172
41;name;condition;state;0.6459243
45;name;condition;state;0.7485308
32;name;condition;state;0.22845274
89;name;condition;state;0.01272285
82;name;condition;state;0.7086246
62;name;condition;state;0.47063875
14;name;condition;state;0.99180585
47;name;condition;state;0.1511975
31;name;condition;state;0.1260277
39;name;condition;state;0.6118227
70;name;condition;state;0.27733988
8;name;condition;state;0.34072816
67;name;condition;state;0.4422542
6;name;condition;state;0.6559985
9;name;condition;state;0.6075692
60;name;condition;state;0.90133697
74;name;condition;state;0.013290703
94;name;condition;state;0.8548364
20;name;condition;state;0.8071904
43;name;condition;state;0.47066957
42;name;condition;state;0.5722984
7;name;condition;state;0.20756608
6;name;condition;state;0.1452406
96;name;condition;state;0.6490242
47;name;condition;state;0.9595518
4;name;condition;state;0.77506155
8;name;condition;state;0.1691553
71;name;condition;state;0.85185397
21;name;condition;state;0.32464194
35;name;condition;state;0.40194136
64;name;condition;state;0.6859138
16;name;condition;state;0.7318845
86;name;condition;state;0.6868482
63;name;condition;state;0.74031746
61;name;condition;state;0.5415639
55;name;condition;state;0.020775199
77;name;condition;state;0.8319129
26;name;condition;state;0.44617146
98;name;condition;state;0.81343967
72;name;condition;state;0.51449424
41;name;condition;state;0.54771787
73;name;condition;state;0.22767097
94;name;condition;state;0.07088375
26;name;condition;state;0.41918832
30;name;condition;state;0.9930205
24;name;condition;state;0.026022851
47;name;condition;state;0.3225103
36;name;condition;state;0.82407045
21;name;condition;state;0.9169825
66;name;condition;state;0.8181139
92;name;condition;state;0.39064276
44;name;condition;state;0.7389846
76;name;condition;state;0.080130816
47;name;condition;state;0.17865354
73;name;condition;state;0.15137875
38;name;condition;state;0.64049274
49;name;condition;state;0.12025285
100;name;condition;state;0.20295113
36;name;condition;state;0.57939535
41;name;condition;state;0.8568879
28;name;condition;state;0.5351093
31;name;condition;state;0.61705476
72;name;condition;state;0.60132694
46;name;condition;state;0.6017539
19;name;condition;state;0.65939337
48;name;condition;state;0.4026636
2;name;condition;state;0.7306943
66;name;condition;state;0.9718062
74;name;condition;state;0.8743705
10;name;condition;state;0.90394855
70;name;condition;state;0.2852497
43;name;condition;state;0.18158358
91;name;condition;state;0.06160754
70;name;condition;state;0.3499961
80;name;condition;state;0.15699184
70;name;condition;state;0.10648042
1;name;condition;state;0.64791054
99;name;condition;state;0.69802034
41;name;condition;state;0.6933845
45;name;condition;state;0.9659778
72;name;condition;state;0.58892214
51;name;condition;state;0.28261077
77;name;condition;state;0.6040081
16;name;condition;state;0.35474932
28;name;condition;state;0.8417261
49;name;condition;state;0.23749381
66;name;condition;state;0.8743848
36;name;condition;state;0.96813834
93;name;condition;state;0.71897
93;name;condition;state;0.19032311
1;name;condition;state;0.4899466
6;name;condition;state;0.9686978
81;name;condition;state;0.9125623
61;name;condition;state;0.9893792
69;name;condition;state;0.8375046
28;name;condition;state;0.1565032
50;name;condition;state;0.9433485
35;name;condition;state;0.28400946
54;name;condition;state;0.5884531
72;name;condition;state;0.5574587
7;name;condition;state;0.0059269667
63;name;condition;state;0.4146706
12;name;condition;state;0.60625434
56;name;condition;state;0.04358667
22;name;condition;state;0.45393884
38;name;condition;state;0.017465055
3;name;condition;state;0.14674073
33;name;condition;state;0.27549613
68;name;condition;state;0.27860963
71;name;condition;state;0.11210042
5;name;condition;state;0.7571794
75;name;condition;state;0.017385483
12;name;condition;state;0.049194098
54;name;condition;state;0.074686944
29;name;condition;state;0.35338092
18;name;condition;state;0.25680566
48;name;condition;state;0.56002533
51;name;condition;state;0.27382135
68;name;condition;state;0.49919057
69;name;condition;state;0.5671733
51;name;condition;state;0.6726691
84;name;condition;state;0.80217636
37;name;condition;state;0.47633475
59;name;condition;state;0.82951146
85;name;condition;state;0.19031328
50;name;condition;state;0.90333056
67;name;condition;state;0.30840397
17;name;condition;state;0.62231016
10;name;condition;state;0.9546716
69;name;condition;state;0.7227286
75;name;condition;state;0.5799158
22;name;condition;state;0.5130132
27;name;condition;state;0.90463924
10;name;condition;state;0.41441536
95;name;condition;state;0.78812635
30;name;condition;state;0.9855275
92;name;condition;state;0.018853784
62;name;condition;state;0.31902802
63;name;condition;state;0.3929392
78;name;condition;state;0.03242421
24;name;condition;state;0.80554473
59;name;condition;state;0.5570986
33;name;condition;state;0.8477703
92;name;condition;state;0.6429306
14;name;condition;state;0.45854622
52;name;condition;state;0.5803986
86;name;condition;state;0.39965963
10;name;condition;state;0.6308302
86;name;condition;state;0.15093517
28;name;condition;state;0.88300425
97;name;condition;state;0.0039969087
8;name;condition;state;0.5976951
86;name;condition;state;0.75793123
70;name;condition;state;0.17633992
37;name;condition;state;0.69453764
20;name;condition;state;0.58209056
36;name;condition;state;0.6503195
92;name;condition;state;0.86239755
31;name;condition;state;0.20497978
59;name;condition;state;0.96037674
28;name;condition;state;0.89692193
72;name;condition;state;0.10859597
2;name;condition;state;0.6997376
2;name;condition;state;0.02584982
80;name;condition;state;0.81716716
40;name;condition;state;0.82187676
3;name;condition;state;0.7489129
26;name;condition;state;0.57219404
88;name;condition;state;0.53205657
92;name;condition;state;0.5554681
12;name;condition;state;0.2535476
44;name;condition;state;0.1662783
60;name;condition;state;0.18977952
46;name;condition;state;0.926627
55;name;condition;state;0.76025695
25;name;condition;state;0.11270034
37;name;condition;state;0.4776429
25;name;condition;state;0.69093275
88;name;condition;state;0.5163183
3;name;condition;state;0.7469885
53;name;condition;state;0.2908998
26;name;condition;state;0.44938147
59;name;condition;state;0.92132217
44;name;condition;state;0.5879934
11;name;condition;state;0.48718804
31;name;condition;state;0.8522814
29;name;condition;state;0.23336524
60;name;condition;state;0.15262127
85;name;condition;state;0.5928367
41;name;condition;state;0.9366556
23;name;condition;state;0.7261961
93;name;condition;state;0.6049139
84;name;condition;state;0.8972768
23;name;condition;state;0.91012967
89;name;condition;state;0.21463263
56;name;condition;state;0.10964298
72;name;condition;state;0.39580423
64;name;condition;state;0.71849406
40;name;condition;state;0.73720586
47;name;condition;state;0.481525
59;name;condition;state;0.9072846
48;name;condition;state;0.06415671
49;name;condition;state;0.1009472
36;name;condition;state;0.5264902
42;name;condition;state;0.0031998158
6;name;condition;state;0.3847481
72;name;condition;state;0.3248486
66;name;condition;state;0.5762492
96;name;condition;state;0.15045857
70;name;condition;state;0.5950267
85;name;condition;state;0.4848495
9;name;condition;state;0.27287292
24;name;condition;state;0.7913803
94;name;condition;state;0.4058292
41;name;condition;state;0.9289971
61;name;condition;state;0.09722477
46;name;condition;state;0.84396
1;name;condition;state;0.88785064
83;name;condition;state;0.710298
44;name;condition;state;0.80996215
58;name;condition;state;0.6609584
57;name;condition;state;0.567204
39;name;condition;state;0.08182758
12;name;condition;state;0.59132254
20;name;condition;state;0.9834407
51;name;condition;state;0.64919287
6;name;condition;state;0.8714238
68;name;condition;state;0.69018024
72;name;condition;state;0.26002568
54;name;condition;state;0.57818925
67;name;condition;state;0.83242583
31;name;condition;state;0.33696955
80;name;condition;state;0.36255258
56;name;condition;state;0.6873274
75;name;condition;state;0.53194416
47;name;condition;state;0.6072125
4;name;condition;state;0.53135675
69;name;condition;state;0.21438462
82;name;condition;state;0.46368116
36;name;condition;state;0.06250167
73;name;condition;state;0.8607079
94;name;condition;state;0.5145452
3;name;condition;state;0.21146119
75;name;condition;state;0.06494498
68;name;condition;state;0.63207096
21;name;condition;state;0.17447543
38;name;condition;state;0.12550622
87;name;condition;state;0.470533
48;name;condition;state;0.27148533
63;name;condition;state;0.70729136
90;name;condition;state;0.76707894
17;name;condition;state;0.68493426
21;name;condition;state;0.89950883
75;name;condition;state;0.7761214
25;name;condition;state;0.59633017
32;name;condition;state;0.64949524
55;name;condition;state;0.84055376
75;name;condition;state;0.21638757
42;name;condition;state;0.97887
20;name;condition;state;0.07824814
55;name;condition;state;0.6552152
83;name;condition;state;0.0800848
85;name;condition;state;0.5007837
19;name;condition;state;0.67471063
29;name;condition;state;0.608112
86;name;condition;state;0.88550603
68;name;condition;state;0.2086786
36;name;condition;state;0.903762
23;name;condition;state;0.29660863
78;name;condition;state;0.5263669
35;name;condition;state;0.14003235
68;name;condition;state;0.33013535
14;name;condition;state;0.047810674
66;name;condition;state;0.9237506
52;name;condition;state;0.16481215
35;name;condition;state;0.59136987
98;name;condition;state;0.62887496
78;name;condition;state;0.8076782
11;name;condition;state;0.61138093
62;name;condition;state;0.96918
95;name;condition;state;0.61811453
23;name;condition;state;0.8962823
62;name;condition;state;0.58476883
94;name;condition;state;0.3304369
55;name;condition;state;0.9853717
78;name;condition;state;0.8874575
100;name;condition;state;0.80368114
55;name;condition;state;0.08776057
49;name;condition;state;0.09667623
61;name;condition;state;0.3948365
30;name;condition;state;0.93085563
59;name;condition;state;0.8153683
93;name;condition;state;0.16929638
28;name;condition;state;0.3900792
50;name;condition;state;0.5452397
1;name;condition;state;0.14553493
96;name;condition;state;0.6137072
11;name;condition;state;0.50592405
3;name;condition;state;0.5209437
50;name;condition;state;0.92447543
52;name;condition;state;0.43619335
2;name;condition;state;0.27824098
64;name;condition;state;0.88019896
94;name;condition;state;0.7539089
2;name;condition;state;0.9484418
54;name;condition;state;0.19533396
74;name;condition;state;0.084150195
60;name;condition;state;0.88946617
62;name;condition;state;0.4113376
36;name;condition;state;0.14407587
94;name;condition;state;0.26343274
39;name;condition;state;0.4222641
25;name;condition;state;0.14794767
53;name;condition;state;0.69917285
12;name;condition;state;0.3142004
100;name;condition;state;0.053920567
78;name;condition;state;0.7910704
27;name;condition;state;0.7541038
91;name;condition;state;0.8846278
22;name;condition;state;0.79359233
60;name;condition;state;0.59773266
20;name;condition;state;0.14533603
46;name;condition;state;0.0073707104
59;name;condition;state;0.2464441
96;name;condition;state;0.3515278
71;name;condition;state;0.55251503
48;name;condition;state;0.48810363
79;name;condition;state;0.25037622
88;name;condition;state;0.02765292
22;name;condition;state;0.12771297
24;name;condition;state;0.14043051
82;name;condition;state;0.79986787
29;name;condition;state;0.36813873
22;name;condition;state;0.57117385
65;name;condition;state;0.9734597
37;name;condition;state;0.027295828
52;name;condition;state;0.49911612
18;name;condition;state;0.88531923
96;name;condition;state;0.15741897
67;name;condition;state;0.38838112
18;name;condition;state;0.08667618
22;name;condition;state;0.31852013
35;name;condition;state;0.82977474
45;name;condition;state;0.32615328
88;name;condition;state;0.5144098
13;name;condition;state;0.7475194
43;name;condition;state;0.31979108
37;name;condition;state;0.15413451
96;name;condition;state;0.7561792
53;name;condition;state;0.7244158
80;name;condition;state;0.64018583
41;name;condition;state;0.99250567
7;name;condition;state;0.55656236
84;name;condition;state;0.8677474
39;name;condition;state;0.83487904
59;name;condition;state;0.40112704
63;name;condition;state;0.878437
24;name;condition;state;0.6994396
86;name;condition;state;0.38026613
62;name;condition;state;0.47066998
11;name;condition;state;0.9668534
45;name;condition;state;0.14393842
10;name;condition;state;0.4649124
45;name;condition;state;0.54578346
37;name;condition;state;0.9021062
90;name;condition;state;0.9727214
2;name;condition;state;0.3437724
33;name;condition;state;0.86496496
31;name;condition;state;0.69811743
34;name;condition;state;0.4206226
21;name;condition;state;0.7503803
14;name;condition;state;0.70664054
56;name;condition;state;0.79683197
70;name;condition;state;0.8811075
30;name;condition;state;0.8610555
79;name;condition;state;0.38332176
19;name;condition;state;0.93193144
41;name;condition;state;0.5558942
40;name;condition;state;0.2663588
78;name;condition;state;0.73968554
64;name;condition;state;0.9088553
17;name;condition;state;0.99089247
11;name;condition;state;0.31443757
69;name;condition;state;0.6132422
14;name;condition;state;0.3661443
30;name;condition;state;0.59852445
45;name;condition;state;0.69367075
57;name;condition;state;0.5273079
62;name;condition;state;0.5529968
91;name;condition;state;0.106223285
58;name;condition;state;0.98566514
5;name;condition;state;0.5350949
7;name;condition;state;0.7459996
46;name;condition;state;0.6922878
17;name;condition;state;0.3875088
75;name;condition;state;0.73362494
91;name;condition;state;0.34750587
92;name;condition;state;0.7258825
26;name;condition;state;0.20392221
34;name;condition;state;0.39642805
19;name;condition;state;0.8168243
14;name;condition;state;0.9187247
99;name;condition;state;0.9745515
84;name;condition;state;0.0018061996
50;name;condition;state;0.51922613
13;name;condition;state;0.87067133
47;name;condition;state;0.71398216
63;name;condition;state;0.27704573
48;name;condition;state;0.43733937
33;name;condition;state;0.3086177
34;name;condition;state;0.11331838
66;name;condition;state;0.9428754
16;name;condition;state;0.8383473
33;name;condition;state;0.5630143
89;name;condition;state;0.6061103
13;name;condition;state;0.66500884
71;name;condition;state;0.82622486
27;name;condition;state;0.32188296
31;name;condition;state;0.8483181
66;name;condition;state;0.81903094
32;name;condition;state;0.55199933
45;name;condition;state;0.89424187
20;name;condition;state;0.7555219
16;name;condition;state;0.54483116
34;name;condition;state;0.6093618
6;name;condition;state;0.16806602
37;name;condition;state;0.17149746
32;name;condition;state;0.015091181
19;name;condition;state;0.6855757
61;name;condition;state;0.2899934
61;name;condition;state;0.6726376
6;name;condition;state;0.35985076
94;name;condition;state;0.77139926
66;name;condition;state;0.34480542
71;name;condition;state;0.64410806
58;name;condition;state;0.9632457
79;name;condition;state;0.5192899
39;name;condition;state;0.8767076
32;name;condition;state;0.009062886
59;name;condition;state;0.6951395
48;name;condition;state;0.6828923
45;name;condition;state;0.3799771
71;name;condition;state;0.79691803
9;name;condition;state;0.2802909
95;name;condition;state;0.8941197
39;name;condition;state;0.4357339
40;name;condition;state;0.10830337
9;name;condition;state;0.8355049
34;name;condition;state;0.14323115
53;name;condition;state;0.9681829
49;name;condition;state;0.32478714
81;name;condition;state;0.42857194
